HS Code,Category,Description,CD (Customs Duty),SD (Supplementary Duty),VAT (Value Added Tax),AIT (Advance Income Tax),RD (Regulatory Duty),AT (Advance Tax)
87036036,Vehicles,"Ambulance fitted with essen equp passen cabin leng>9ft, recond. ,2001-2500cc",5,0,15,5,0,7.5
87036041,Vehicles,"Motor cars and oth vehicles, incl. station wagons, CBU,brand new,cap >2500 but<3000cc",25,100,15,5,3,7.5
87036042,Vehicles,"Motor cars and oth.vehicles, incl. station wagons, CBU,Recond., cap>2500 but<3000cc",25,100,15,5,3,7.5
87036043,Vehicles,"Microbus, brand new, cylinder capacity>2500 but<3000cc",25,60,15,5,3,7.5
87036044,Vehicles,"Microbus fitted with essential equipments, brand new,cylinder capacity>2500 but<3000",25,60,15,5,3,7.5
87036045,Vehicles,"Ambulance fitted with essen equp passen cabin leng>9ft, brand new, 2501-3000cc",5,0,15,5,0,7.5
87036046,Vehicles,"Ambulance fitted with essen equp passen cabin leng>9ft Recond, cap>2500 but<3000cc",5,0,15,5,0,7.5
87036051,Vehicles,"Motor cars and other vehicles, including station wagons, CBU, brand new, 3001-4000cc",25,150,15,5,3,7.5
87036052,Vehicles,"Motor cars and other vehicles, including station wagons, CBU, recondition,3001-4000cc",25,150,15,5,3,7.5
87036053,Vehicles,"Microbus, brand new , 3001-4000cc",25,60,15,5,3,7.5
87036054,Vehicles,"Microbus, redondition , 3001-4000cc",25,60,15,5,3,7.5
87036055,Vehicles,"Ambulance fitted with essen equp passen cabin leng>9ft,brand new,cap >3000cc ,<4000cc",5,0,15,5,0,7.5
87036056,Vehicles,"Ambulance fitted with essen equp passen cabin leng>9ft recond, Cap.>3000cc but<4000cc",5,0,15,5,0,7.5
87036061,Vehicles,"Motor cars and oth vehicles, Incl. station wagons, CBU, brand new, capacity>4000cc",25,350,15,5,3,7.5
87036062,Vehicles,"Motor cars and oth vehicles, incl station wagons, CBU, Reconditioned, capacity>4000cc",25,350,15,5,3,7.5
87036063,Vehicles,"Microbus, brand new, capacity>4000cc",25,60,15,5,3,7.5
87036064,Vehicles,"Microbus, reconditioned, capacity>4000cc",25,60,15,5,3,7.5
87036065,Vehicles,"Ambulance fitted with essen equp passen cabin leng>9ft, brand new, capacity>4000cc",5,0,15,5,0,7.5
87036066,Vehicles,"Ambulance fitted with essen equp passen cabin leng>9ft, Recond cap>4000cc",5,0,15,5,0,7.5
87037011,Vehicles,"Motor cars and oth vehicles, Incl. station wagons, CBU, brand new, Cyl Cap <1800cc",25,20,15,5,3,7.5
87037012,Vehicles,"Motor cars and oth. vehicles, Incl. station wagons, CBU, Reconditioned, Cyl Cap<1800c",25,20,15,5,3,7.5
87037013,Vehicles,"Microbus, Brand new, Cyl Cap<1800cc",25,0,15,5,3,7.5
87037014,Vehicles,"Microbus, Reconditioned, Cyl Cap<1800cc",25,0,15,5,3,7.5
87037015,Vehicles,"Ambulance fitted with essen equp passen cabin leng>9ft brand new, Cap<1800cc",5,0,15,5,0,7.5
87037016,Vehicles,Ambulance fitted with essen equp passen cabin leng>9ft recond Cap<1800cc,5,0,15,5,0,7.5
87037021,Vehicles,"Motor cars and Oth vehicles, Incl station wagons, CBU, Brand New, cap >1800 but <2000",25,45,15,5,3,7.5
87037022,Vehicles,"Motor cars and oth vehicles, Incl. station wagons, CBU, Recon.,cap >1800 but <2000",25,45,15,5,3,7.5
87037023,Vehicles,"Microbus, Brand new, cap >1800cc but <2000cc",25,30,15,5,3,7.5
87037024,Vehicles,"Microbus, reconditioned, cap >1800cc but <2000cc",25,45,15,5,3,7.5
87037025,Vehicles,"Ambulance fitted with ess. equp Pass cabin len>9ft cap 1801 - 2000 cc, Brand new",5,30,15,5,0,7.5
87037026,Vehicles,"Ambulance fitted with essen equp Passn cabin len >9ft, recon, cap >1800cc but <2000cc",5,45,15,5,0,7.5
87037031,Vehicles,"Motor cars and oth vehicles, Incl.station wagons, CBU, brand new, Cap>2000cc But<2500",25,60,15,5,3,7.5
87037032,Vehicles,"Motor cars and other vehicles, Inc. station wagons, CBU, Recon.Cap>2000cc But<2500cc",25,60,15,5,3,7.5
87037033,Vehicles,"Microbus, brand new, Cap>2000cc But<2500cc",25,60,15,5,3,7.5
87037034,Vehicles,"Microbus, reconditioned, Cap>2000cc But<2500cc",25,60,15,5,3,7.5
87037035,Vehicles,"Ambulance fitted with essen equp Passn cabin len >9ft , brand new, Cap>2000cc,<2500cc",5,0,15,5,0,7.5
87037036,Vehicles,"Ambulance fitted with essen equp Passn cabin len >9ft , recon, Cap>2000cc But<2500cc",5,0,15,5,0,7.5
87037041,Vehicles,"Motor cars and oth vehicles, incl. station wagons, CBU, brand new,cap >2500 but <3000",25,100,15,5,3,7.5
87037042,Vehicles,"Motor cars and oth vehicles, incl. station wagons, CBU, RECON. >2500 but <3000cc",25,100,15,5,3,7.5
87037043,Vehicles,"Microbus, brand new, capacity >2500cc but <3000cc",25,60,15,5,3,7.5
87037044,Vehicles,"Microbus, reconditioned capacity >2500cc but <3000cc",25,60,15,5,3,7.5
87037045,Vehicles,"Ambulance fitted with essen equp Passn cabin >9ft, brand new, cap>2500cc, <3000cc",5,0,15,5,0,7.5
87037046,Vehicles,"Ambulance fitted with essen equp passen cabin leng>9ft recond, cap>2500cc but <3000cc",5,0,15,5,0,7.5
87037051,Vehicles,"Motor cars and oth vehicles, incl.station wagons, CBU, brand new, >3000cc BUT <4000CC",25,150,15,5,3,7.5
87037052,Vehicles,"Motor cars and oth vehicles, incl.station wagons,CBU, RECOND.>3000cc BUT <4000CC",25,150,15,5,3,7.5
87037053,Vehicles,"Microbus, brand new .>3000cc BUT <4000CC",25,60,15,5,3,7.5
87037054,Vehicles,"Microbus, reconditioned, .>3000cc BUT <4000CC",25,60,15,5,3,7.5
87037055,Vehicles,"Ambulance fitted with essen equp passen cabin leng>9ft recond,Cap >3000cc BUT <4000CC",5,0,15,5,0,7.5
87037056,Vehicles,"Ambulance fitted with essen equp passen cabin leng>9ft , Recond,Cap >3000cc,<=4000cc",5,0,15,5,0,7.5
87037061,Vehicles,"Motor cars and other vehicles, including station wagons, CBU, brand new >4000cc",25,350,15,5,3,7.5
87037062,Vehicles,"Motor cars and other vehicles, including station wagons, CBU, reconditioned, >4000cc",25,350,15,5,3,7.5
87037063,Vehicles,"Microbus, brand new, cylinder capacity exceeding 4000cc",25,60,15,5,3,7.5
87037064,Vehicles,"Microbus, reconditioned, cylinder capacity exceeding 4000cc",25,60,15,5,3,7.5
87037065,Vehicles,"Ambulance fitted with essen equp passen cabin leng>9ft, brand new, cap >4000cc",5,0,15,5,0,7.5
87037066,Vehicles,"Ambulance fitted with essen equp passen cabin leng>9ft, recond, cap>4000cc",5,0,15,5,0,7.5
87038000,Vehicles,"Other vehicles, with only electric motor for propulsion",25,20,15,5,3,7.5
87039011,Vehicles,"CNG operated 3 wheeled vehicle, 4 stroke engine,CBU",25,20,15,5,3,7.5
87039012,Vehicles,"CNG operated 3 wheeled Vehicle,4 stroke engine,CKD",25,20,15,5,3,7.5
87039013,Vehicles,Electric Battery operated 3 wheeled Vehicles,25,20,15,5,3,7.5
87039019,Vehicles,"Three wheelled vehicles, NES",25,20,15,5,3,7.5
87039020,Vehicles,Ambulance fitted with essen equp passen cabin leng>9ft,5,20,15,5,0,7.5
87039090,Vehicles,"Other Vehicle, NES",25,20,15,5,3,7.5
87041000,Vehicles,Dumpers For Off-Highway Use,1,0,15,5,0,7.5
87042111,Vehicles,"Refer Van & Insulated Road Milk Tanker In Cbu, G.V.W Not >5 Tonnes",5,0,15,5,0,7.5
87042112,Vehicles,"Double cabin pickup,CBU,min.4 doors of a cylinder capacity =<1600cc",25,45,15,5,3,7.5
87042113,Vehicles,"Double cabin pickup,CBU,min.4 doors of a cylinder capacity 1601-2000cc,",25,60,15,5,3,7.5
87042114,Vehicles,"Double cabin pickup,CBU,min.4 doors of a cylinder capacity 2001cc-3000cc",25,60,15,5,20,7.5
87042115,Vehicles,"Double cabin pickup,CBU,min.4 doors of a cylinder capacity 3001-4000cc",25,350,15,5,3,7.5
87042116,Vehicles,"Double cabin pickup,CBU,min.4 doors of a cylinder capacity >4000cc",25,500,15,5,3,7.5
87042117,Vehicles,Dumper/tipper in CBU,15,0,15,5,0,7.5
87042119,Vehicles,"Goods vehicles, with diesel or semi-diesel engines, gvw =<5tonnes, CBU, NES",25,0,15,5,3,7.5
87042121,Vehicles,Truck and pickup in CKD condition,10,0,15,5,0,7.5
87042122,Vehicles,Dumper/tipper in CKD condition GVW<=5 TONES,5,0,15,5,0,7.5
87042129,Vehicles,"Goods Vehicles,With Diesel Or Semi-Diesel Engines,Gvw<=5tons,Other In CKD",25,0,15,5,3,7.5
87042211,Vehicles,Refrigeration Van in CBU,5,0,15,5,0,7.5
87042212,Vehicles,Truck having more than 2 axles in CBU,10,0,15,5,0,7.5
87042213,Vehicles,INSULATED ROAD MILK TANKER IN CBU,1,0,15,5,0,7.5
87042214,Vehicles,Dumper/tipper in CBU,15,0,15,5,0,7.5
87042215,Vehicles,Of compressor imported by VAT registered compressor manufacturers,1,0,15,5,0,7.5
87042219,Vehicles,"Goods vehicles, with diesel or semi-diesel engines, gvw 5-20tonnes, CBU, NES",25,0,15,5,3,7.5
87042221,Vehicles,"Truck, Gvw >5 Toones, Not >20 Tonnes, Ckd",10,0,15,5,0,7.5
87042222,Vehicles,Dumper/tipper in CKD GVW 5-20 TONS,5,0,15,5,0,7.5
87042229,Vehicles,"Goods vehicle....gvw 5-20tones, others CKD Condition",25,0,15,5,3,7.5
87042311,Vehicles,"Refer Van & Insulated Road Milk Tanker , Cbu, Gvw >20 Tonnes",5,0,15,5,0,7.5
87042312,Vehicles,Truck having more than 2 axles in CBU,10,0,15,5,0,7.5
87042313,Vehicles,Dumper/tipper in CBU,15,0,15,5,0,7.5
87042319,Vehicles,"Goods vehicles, with diesel or semi-diesel engines, gvw >20tonnes, CBU, NES",25,0,15,5,3,7.5
87042321,Vehicles,"Truck, Ckd, Gvw >20 Tonnes",10,0,15,5,0,7.5
87042322,Vehicles,"Dumper/tipper in CKD Condition,GVW>20Tones",5,20,15,5,3,7.5
87042329,Vehicles,Goods Vehicle ....gvw>20 tones Other CKD Condition,25,0,15,5,3,7.5
87043111,Vehicles,"Refer Van & Insulated Road Milk Tanker, Cbu, Gvw Not >5 Tonnes",5,0,15,5,0,7.5
87043112,Vehicles,"Double cabin pickup,CBU,4 doors of a cylinder capacity <=1600cc",25,45,15,5,3,7.5
87043113,Vehicles,"Double cabin pickup,CBU,min.4 doors of a cylinder capacity 1601CC BUT <=2000cc",25,60,15,5,3,7.5
87043114,Vehicles,"Double cabin pickup,CBU,min.4 doors of a cylinder capacity >2000cc but<=3000cc",25,60,15,5,20,7.5
87043115,Vehicles,"Double cabin pickup,CBU,min.4 doors of a cylinder capacity 3001-4000cc",25,350,15,5,3,7.5
87043116,Vehicles,"Double cabin pickup,CBU,min.4 doors of a cylinder capacity >4000cc",25,500,15,5,3,7.5
87043117,Vehicles,Dumper/tipper in CBU,15,0,15,5,0,7.5
87043119,Vehicles,"Goods vehicles, with spark-ignition piston engines, gvw =<5tonnes, CBU, NES",25,0,15,5,3,7.5
87043121,Vehicles,Goods Vehicle...gvw=<5 tones Truck in CKD,10,0,15,5,0,7.5
87043122,Vehicles,Goods Vehicle...gvw=<5 tones Truck in CKD,25,0,15,5,3,7.5
87043123,Vehicles,"Other, Ckd",5,0,15,5,0,7.5
87043129,Vehicles,Goods Vehicle...gvw=<5 tones Truck in CKD,25,0,15,5,3,7.5
87043211,Vehicles,"Refer Van & Insulated Road Milk Tanker, Cbu, Gvw >5 Tonnes",5,0,15,5,0,7.5
87043212,Vehicles,Truck having more than 2 axles in CBU,10,0,15,5,0,7.5
87043213,Vehicles,Dumper/tipper in CBU,15,0,15,5,0,7.5
87043219,Vehicles,"Goods vehicles, with spark-ignition piston engines, gvw >5tonnes, CBU, NES",25,0,15,5,3,7.5
87043221,Vehicles,"Truck, Ckd",10,0,15,5,0,7.5
87043222,Vehicles,"Dumper/tipper in CKD condition , GVW >5 tones",5,0,15,5,0,7.5
87043229,Vehicles,Goods Vehicle...gvw=<5 tones Truck in CKD,25,0,15,5,3,7.5
87044100,Vehicles,Oth. with both com.-ignition intl com. pstn eng.(dsl……: g.v.w. not exceeding 5 tonnes,25,0,15,5,3,7.5
87044200,Vehicles,Oth. with both com.-ignition intl com. pstn ..: g.v.w. exceeding >5 tons But <20 tons,25,0,15,5,3,7.5
87044300,Vehicles,Oth. with both com.-ignition intl com. pstn ..: g.v.w. exceeding 20 tonnes,25,0,15,5,3,7.5
87045100,Vehicles,Oth.with both spark-ignition intl com. pstn eng.&elec…..: g.v.w. not exceeding 5 tonn,25,0,15,5,3,7.5
87045200,Vehicles,Oth.with both spark-ignition intl com. pstn eng.&elec…..: g.v.w. exceeding 5 tonnes,25,0,15,5,3,7.5
87046000,Vehicles,Other with only electric motor for propulsion,25,0,15,5,3,7.5
87049011,Vehicles,CNG/LPG/LNG operated Refrigeration van & insulated road milk tanker in CBU,1,0,15,5,0,7.5
87049012,Vehicles,"CNG/LPG/LNG operated Trucks (excl. multi axle trucks) in CBU, g.v.w. exceeding 5 t",10,0,15,5,0,7.5
87049013,Vehicles,CNG/LPG/LNG operated dumper/tipper in CBU,15,0,15,5,0,7.5
87049014,Vehicles,"Pickup, Used Or Reconditioned,Cbu",10,0,15,5,0,7.5
87049019,Vehicles,"Motor Vehicle...Goods, Others CBU",25,0,15,5,3,7.5
87049021,Vehicles,"CNG/LPG/LNG operated Trucks (excl. multi axle trucks) in CKD, g.v.w. exceeding 5 to",10,0,15,5,0,7.5
87049022,Vehicles,"Dumper/tipper in CKD condition , NES",5,0,15,5,0,7.5
87049029,Vehicles,Others in CKD condition (Excl. Truck/PickUp),25,0,15,5,3,7.5
87051000,Vehicles,Crane Lorries,5,0,15,5,0,7.5
87052000,Vehicles,Mobile Drilling Derricks,5,0,15,5,0,7.5
87053000,Vehicles,Fire Fighting Vehicles,5,0,15,5,0,7.5
87054000,Vehicles,Concrete-Mixer Lorries,10,0,15,5,0,7.5
87059010,Vehicles,"Special Purpose Motor Vehicles, Nes (Eg Breakdown Lorries, Etc)",5,0,0,5,0,7.5
87059020,Vehicles,ROAD SWEEPER,10,0,15,5,0,7.5
87059090,Vehicles,"Special Purpose Motor Vehicles, Nes (Eg Breakdown Lorries, Etc)",10,0,15,5,0,7.5
87060010,Vehicles,"Chassis Fitted With Engines,For The Motor Vehicles Of Heading Nos. 87.01",5,0,15,5,0,7.5
87060021,Vehicles,"Chassis Fitted With Eng.For The Motor Vehicles Of 87.02, Double Decker",5,0,0,5,0,7.5
87060022,Vehicles,Chassis Fitted With Eng.Heading No.87.02 Buses For Having Seating Cap.>=40,10,0,0,5,0,7.5
87060023,Vehicles,"Chas.Fite.With Eng.H.No.87.02,Public Car.Of Having Seating<15 Incl.Driver",25,0,0,5,3,7.5
87060024,Vehicles,"Chassis fitted with engine,for the notor vehicles of heading 87.02 in CKD Condition",5,0,0,5,0,7.5
87060029,Vehicles,"Chassis Fitted With Engines,For The Motor Vehicles Of 87.02, Nes",10,0,0,5,0,7.5
87060031,Vehicles,Chas.Fitted With Eng.H.No.87.03for Three Wheeled Veh.With Two Strock Eng.,25,20,15,5,3,7.5
87060032,Vehicles,Chassis Fit.With Eng.H.No.87.03 For Three Wheeled Veh.With Four Stroke Eng,25,20,15,5,3,7.5
87060033,Vehicles,Chassis Fitt. With Eng.....Microbus of a cylinder capacity not exceeding 1800cc,25,20,15,5,3,7.5
87060034,Vehicles,"Chassis fitted with engines, ....For microbus of a cylinder capacity exceeding 1800cc",25,45,15,5,3,7.5
87060035,Vehicles,"Chassis fitted with engines, ....For vehicle of a cylinder capacity =< 1600cc",25,20,15,5,3,7.5
87060036,Vehicles,"Chassis fitted with engines, ....For vehicle of a cylinder capacity 1601-2000cc",25,60,15,5,15,7.5
87060037,Vehicles,"Chassis fitted with engines, ....For vehicle of a cylinder capacity 2001-3000cc",25,150,15,5,15,7.5
87060038,Vehicles,"Chassis fitted with engines, ....For vehicle of a cylinder capacity 3001-4000cc",25,300,15,5,10,7.5
87060039,Vehicles,"Chassis fitted with engines, ....For vehicle of a cylinder capacity >4000cc",25,350,15,5,35,7.5
87060041,Vehicles,Ches.Fitt.With Eng.H.No.87.04 For Truck(Ex.Multi Axle Truck)Pickup&Del.Van,25,0,15,5,3,7.5
87060042,Vehicles,"Chassis fitted with engines, for trucks with more than two axles including CNG/LPG/LN",10,0,15,5,0,7.5
87060043,Vehicles,Chassis fitted with eng. for motor vehic. 8704. in CKD,10,0,15,5,0,7.5
87060044,Vehicles,"Chassis fitted with engines, for double cabin pickup of headings 87.04, =<1600cc",25,20,15,5,3,7.5
87060045,Vehicles,"Chassis fitted with engines, for double cabin pickup of he. 87.04, 1601-4000cc",25,45,15,5,3,7.5
87060046,Vehicles,"Chassis fitted with engines, for double cabin pickup,2001-3000cc",25,60,15,5,3,7.5
87060047,Vehicles,"Chassis fitted with engines, for double cabin pickup,2001-3000cc",25,200,15,5,3,7.5
87060048,Vehicles,"Chassis fitted with engines, for double cabin pickup, >4000cc",25,300,15,5,3,7.5
87060049,Vehicles,"Chassis Fitted With Engines, For The Motor Vehicles Of 87.04, Nes",25,0,15,5,3,7.5
87060050,Vehicles,"Chassis Fitted With Engines, For The Motor Vehicles Of Heading No.87.05",5,0,15,5,0,7.5
87071000,Vehicles,Bodies (Incl. Cabs) For The Motor Vehicles Of 87.03,25,45,15,5,3,7.5
87079010,Vehicles,"Bodies Including Cabs, For The Motor Vehicles Of Heading Nos. 87.01",5,0,15,5,0,7.5
87079021,Vehicles,"Bodies Incl.Cabs For The Motor Vehicles Nos. 87.02, Double Decker",5,0,15,5,0,7.5
87079022,Vehicles,"Bodies Incl.Cabs For The Motor Vehic.No.87.02,Buses For Having Sea.Cap.=>0",5,0,15,5,0,7.5
87079023,Vehicles,Bodi.Incl.Cabs For Motor Vehi.Public Carrier Of Havi.Seat.Cap.<=15incl.Dri,10,0,15,5,0,7.5
87079024,Vehicles,Buses for having a seating capacity exceeding 15 but not exccding 40,10,0,15,5,0,7.5
87079029,Vehicles,"Bodies Incl.Cabs For The Motor Vehicles, Nes",25,0,15,5,3,7.5
87079041,Vehicles,"Bodies Including Cabs, For Trucks ( Excl. Multi Axle Trucks), Pickup",25,0,15,5,3,7.5
87079042,Vehicles,"Bodies (Incl. Cabs) For The Motor Vehicles, Nes",5,0,15,5,0,7.5
87079049,Vehicles,"Bodies Incl. Cabs For The Motor Vehicles, Nes",25,0,15,5,3,7.5
87079050,Vehicles,"Bodies Including Cabs, For The Motor Vehicles Of Heading Nos.87.05",5,0,15,5,0,7.5
87081000,Vehicles,Bumpers and parts thereof,25,0,15,5,3,7.5
87082100,Vehicles,Safety seat belts,25,0,15,5,3,7.5
87082200,Vehicles,"Front windscreens (windshields),rear windows& oth win. specified in S.head Note 1 Ch",25,0,15,5,3,7.5
87082900,Vehicles,"Parts and accessories of bodies (incl. cabs), nes",25,0,15,5,3,7.5
87083000,Vehicles,Brakes and servo-brakes and parts thereof Excl. For tractors,25,0,15,5,3,7.5
87084000,Vehicles,Gear boxes,25,0,15,5,3,7.5
87085000,Vehicles,Drive-axles with differential,25,0,15,5,3,7.5
87087000,Vehicles,Road wheels and parts and accessories thereof,25,0,15,5,15,7.5
87088000,Vehicles,Suspension shock absorbers,25,0,15,5,3,7.5
87089100,Vehicles,Radiators,25,0,15,5,3,7.5
87089200,Vehicles,Silencers and exhaust pipes,25,0,15,5,3,7.5
87089300,Vehicles,Clutches and parts thereof,25,0,15,5,3,7.5
87089400,Vehicles,"Steering wheels, steering columns and steering boxes",25,0,15,5,3,7.5
87089500,Vehicles,Safety airbags with inflater system; parts thereof,25,0,15,5,3,7.5
87089900,Vehicles,"Parts and accessories, nes, for vehicles of 87.01 to 87.05",25,0,15,5,3,7.5
87091100,Vehicles,"Electrical vehicles, not fitted with lifting... equipment",5,0,15,5,0,7.5
87091900,Vehicles,"Works trucks (excl. electrical), not fitted with lifting... equipment",5,0,15,5,0,7.5
87099000,Vehicles,Parts Of Works Trucks Of 87.09,10,0,15,5,0,7.5
87100000,Vehicles,Motorized Tanks And Other Armoured Fighting Vehicles And Parts Thereof,5,0,15,5,0,7.5
87111011,Vehicles,"Motorcycles(incl. mopeds) capacity not >50cc,In CBU with four-stroke engine",25,60,15,5,3,7.5
87111019,Vehicles,"Motorcycles,Capacity not >50cc, in CBU with two stroke engine",25,250,15,5,3,7.5
87111021,Vehicles,"Motorcycle,capacity not >50 Cc,in CKD with four stroke engine",25,20,15,5,3,7.5
87111029,Vehicles,"Motorcycle,capacity not>50Cc, in CKD with two stroke engine",25,250,15,5,3,7.5
87111091,Vehicles,"Motor Cycle,Capacity not >50cc,NES(CBU/CKD) Four Stroke Engine in CBU",25,60,15,5,3,7.5
87111092,Vehicles,Motorcycle Four-Stroke engine in CKD cylndr. capacity <=50cc,25,20,15,5,3,7.5
87111099,Vehicles,"Motor Cycle, Capacity not >50cc NES(CBU/CKD), Two stroke Engine",25,250,15,5,3,7.5
87112011,Vehicles,"Piston engine,capacity >50cc not >250cc,Motorcycle, in CBU with four-stroke engine",25,60,15,5,3,7.5
87112019,Vehicles,"Piston Engine,Capacity >50cc not >250cc,MotorCycle,in CBU with two stroke engine",25,250,15,5,3,7.5
87112021,Vehicles,"Piston Engine,Capacity >50cc not >250cc,Motorcycle,In CKD with four stroke engine",25,20,15,5,3,7.5
87112029,Vehicles,"Piston Engine,Capacity >50cc not >250cc,Motorcycle,in CKD with two stroke engine",25,250,15,5,3,7.5
87112031,Vehicles,Four Stroke Engine in CBU capacity 50-250cc,25,60,15,5,3,7.5
87112032,Vehicles,Moped four Stroke Engine in CBU capacity 50-250cc,25,0,15,5,3,7.5
87112039,Vehicles,Motorcycle....engine Capacity 50-250cc Other CBU,25,60,15,5,3,7.5
87112041,Vehicles,Four Stroke Engine in CKD Engine Capacity 50-250cc,25,20,15,5,3,7.5
87112042,Vehicles,Moped FourStroke Engine in CKD engine Capacity 50-250,25,0,15,5,3,7.5
87112049,Vehicles,Motorcycle ...Engine Capacity 50-250cc Other CKD,25,20,15,5,3,7.5
87112051,Vehicles,Two Stroke Engine in CBU Engine Capacity 50-250cc,25,250,15,5,3,7.5
87112052,Vehicles,TwoStroke Engine in CBU Engine Capacity50-250cc,25,250,15,5,3,7.5
87112059,Vehicles,TwoStroke Engine in CBU Engine Capacity50-250cc,25,60,15,5,3,7.5
87113010,Vehicles,Motorcycles With reciprocating internal combustion ... a cylinder capacity 250-500cc,25,100,15,5,3,7.5
87113020,Vehicles,"Motorcycles, with two-stroke engine, 251-500cc",25,250,15,5,3,7.5
87113090,Vehicles,Motorcycles With reciprocating internal comb.... a cylinder capacity 251-500cc NES,25,100,15,5,3,7.5
87114010,Vehicles,Motorcycles with reciprocating piston engine of capacity 500-800cc,25,100,15,5,3,7.5
87114020,Vehicles,"Motorcycles, with two-stroke engine, 501-800CC",25,250,15,5,3,7.5
87114090,Vehicles,Motorcycles with reciprocating piston engine of capacity 500-800cc,25,100,15,5,3,7.5
87115010,Vehicles,Motorcycles with reciprocating piston engine of capacity >800cc,25,100,15,5,3,7.5
87115020,Vehicles,"Motorcycles, with two-stroke engine, >800CC",25,250,15,5,3,7.5
87115090,Vehicles,Motorcycles with reciprocating piston engine of capacity >800cc,25,100,15,5,3,7.5
87116000,Vehicles,"Motorcycles (including mopeds)...; side-cars., With electric motor for propulsion",10,0,15,5,0,7.5
87119000,Vehicles,Electric Battery Operated Two-Wheeler,25,0,15,5,3,7.5
87120000,Vehicles,"Bicycles And Other Cycles, Not Motorized",25,20,15,5,3,7.5
87131000,Vehicles,"Invalid Carriages, Not Mechanically Propelled",0,0,0,2,0,0
87139000,Vehicles,"Invalid Carriages, Motorised Or Otherwise Mechanically Propelled",0,0,0,2,0,0
87141010,Vehicles,"Parts and acce. Of Motorcycles, Saddles",25,0,15,5,3,7.5
87141020,Vehicles,FUEL TANK OF MOTORCYCLE,25,20,15,5,3,7.5
87141090,Vehicles,"Parts and acce. Of Motorcycles, EXCLUDING Saddles",25,0,15,5,3,7.5
87142000,Vehicles,Parts And Accessories Of Invalid Carriages,25,0,15,5,3,7.5
87149100,Vehicles,"Frames and forks, and parts thereof",25,0,15,5,3,7.5
87149210,Vehicles,"Wheel Rims & Spokes Of Bicycles & Other Cycles, Not Motorised",25,20,15,5,3,7.5
87149290,Vehicles,Wheel Rims & Spokes Of Bicycles & Other Cycles (Excl. Not Motorised),25,0,15,5,3,7.5
87149311,Vehicles,"Hubs, other Than Coaster Braking Hubs & Hub ... Free-wheel sprocket-wheels of bicycle",15,0,15,5,0,7.5
87149319,Vehicles,"Hubs, other Than Coaster Braking Hub excluding Free-wheel sprocket-wheels of bicycle",15,0,15,5,0,7.5
87149390,Vehicles,"Hubs,Other Than Coaster Braking Hubs & ....Of Bicycles (Excl.Not Motorised",25,0,15,5,3,7.5
87149410,Vehicles,"Brakes,Including Coaster Braking Hubs & Hubs...Of Bicycles, Not Motorised",25,0,15,5,3,7.5
87149490,Vehicles,"Brakes,Including Coaster Braking Hubs &..Of Bicycle (Excl.Not Motorised)",25,0,15,5,3,7.5
87149510,Vehicles,"Saddles Of Bicycles & Other, Not Motorised",25,0,15,5,3,7.5
87149590,Vehicles,Saddles Of Bicycles & Other (Excl. Not Motorised),25,0,15,5,3,7.5
87149610,Vehicles,"Pedals & Crank-Gear Of Bicycles & Other, Not Motorised",10,0,15,5,0,7.5
87149690,Vehicles,Pedals & Crank-Gear Of Bicycles & Other (Excl. Not Motorised),25,0,15,5,3,7.5
87149900,Vehicles,"Parts and accessories of cycles, nes",25,0,15,5,3,7.5
87150000,Vehicles,Baby Carriages And Parts Thereof,25,0,15,5,3,7.5
87161000,Vehicles,"Trailers And Semi-Trailers Of The Caravan Type, For Housing Or Camping",25,0,15,5,3,7.5
87162000,Vehicles,Self-Loading/Unloading Trailers And Semi-Trailers For Agriculture,1,0,15,5,0,7.5
87163100,Vehicles,Tanker Trailers And Tanker Semi-Trailers,1,0,15,5,0,7.5
87163900,Vehicles,"Trailers And Semi-Trailers For The Transport Of Goods, Nes",1,0,15,5,0,7.5
87164000,Vehicles,"Trailers And Semi-Trailers, Nes",5,0,15,5,0,7.5
87168000,Vehicles,"Vehicles, Not Mechanically Propelled, Nes",5,0,15,5,0,7.5
87169000,Vehicles,"Parts Of Trailers, Semi-Trailers, Etc, Of 87.16",5,0,15,5,0,7.5
88010000,Aircraft & Spacecraft,"Balloons and dirigibles; gliders, hang gliders and other nonpowered aircraft.",10,0,15,5,0,7.5
88021100,Aircraft & Spacecraft,Helicopters Of An Unladen Weight =<2000kg,10,0,15,5,0,7.5
88021200,Aircraft & Spacecraft,Helicopters Of An Unladen Weight >2000kg,10,0,15,5,0,7.5
88022000,Aircraft & Spacecraft,"Aeroplanes And Other Aircraft, Nes, Of An Unladen Weight =<2000kg",0,0,0,0,0,7.5
88023000,Aircraft & Spacecraft,"Aeroplanes And Other Aircraft, Nes, Of An Unladen Weight 2000-15000kg",0,0,0,0,0,7.5
88024000,Aircraft & Spacecraft,"Aeroplanes And Other Aircraft, Nes, Of An Unladen Weight >15000kg",0,0,0,0,0,7.5
88026000,Aircraft & Spacecraft,Spacecraft (Incl.Satellites) And Suborbital And Spacecraft Launch Vehicles,0,0,0,5,0,7.5
88040000,Aircraft & Spacecraft,Parachutes(Inc.Dirigible Parachutes/Paragliders)&Rotochutes;Parts There To,5,0,15,5,0,7.5
88051000,Aircraft & Spacecraft,"Aircraft Launching Gear, Deck-Arrestors... And Parts Thereof",5,0,15,5,0,7.5
