HS Code,Category,Description,CD (Customs Duty),SD (Supplementary Duty),VAT (Value Added Tax),AIT (Advance Income Tax),RD (Regulatory Duty),AT (Advance Tax)
1012100,Live Animals,Pure-bred breeding animals of horses..,5,0,0,5,0,0
1012900,Live Animals,Other horses,5,0,0,5,0,0
1013000,Live Animals,Asses,5,0,0,5,0,0
1019000,Live Animals,"LIVE HORSES,ASSES,MULES AND HINNIES,NES",5,0,0,5,0,0
1022100,Live Animals,Pure-bred breeding animals of cattle,0,0,0,2,0,0
1022900,Live Animals,Other cattle,0,0,0,2,0,0
1023100,Live Animals,Pure-bred breeding animals of buffalo,0,0,0,2,0,0
1023900,Live Animals,Other buffalo,0,0,0,2,0,0
1029010,Live Animals,Other pure-bred breeding animals,0,0,0,2,0,0
1029090,Live Animals,Other live bovine animal,0,0,0,2,0,0
1031000,Live Animals,Live Pure-Bred Breeding Swine,5,0,0,5,0,0
1039100,Live Animals,Live Swine Weighing <50kg (Excl. Pure-Bred Breeding),5,0,0,5,0,0
1039200,Live Animals,Live Swine Weighing >=50kg (Excl. Pure-Bred Breeding),5,0,0,5,0,0
1041000,Live Animals,Live sheep,5,0,0,5,0,0
1042000,Live Animals,Live Goats,5,0,0,5,0,0
1051110,Live Animals,Fowls Of The Species Gallus Domestic(Parent Stock One Day Chick),0,0,0,2,0,0
1051190,Live Animals,"Live Fowls Gallus,Domesticus<=185g, Excl.Parent Stock Of One Day Chick",25,0,0,5,3,0
1051210,Live Animals,"Live Turkeys Weighing <=185g, (Parent Stock Of One Day Chick)",0,0,0,2,0,0
1051290,Live Animals,"Live Turkeys Weighing <=185g, (Excl.Parent Stock Of One Day Chick)",25,0,0,5,3,0
1051310,Live Animals,Parent stock of one day chick of ducks,0,0,0,2,0,0
1051390,Live Animals,Other ducks,25,0,0,5,3,0
1051410,Live Animals,Parent stock of one day chick of geese,0,0,0,2,0,0
1051490,Live Animals,Other Geese,25,0,0,5,3,0
1051510,Live Animals,Parent stock of one day chick of guinea fowls,0,0,0,2,0,0
1051590,Live Animals,Other fowls,25,0,0,5,3,0
1059400,Live Animals,Fowls of the species Gallus domesticus,25,0,0,5,3,0
1059900,Live Animals,"Live Ducks, Geese, Turkeys And Guinea Fowls Weighing >185g",25,0,0,5,3,0
1061100,Live Animals,"MAMMALS, PRIMATES",5,0,0,5,0,0
1061200,Live Animals,"WHALES,DOLPHINS &...;SEALS,SEA LIONS & WALRUSES(MAMMALS OF THE SUBORDER PINNIPEDIA)",5,0,0,5,0,0
1061300,Live Animals,Camels and other camelids ( Camelidae),5,0,0,5,0,0
1061400,Live Animals,Rabbits and hares,5,0,0,5,0,0
1061900,Live Animals,"MAMMALS, NES",5,0,0,5,0,0
1062000,Live Animals,REPTILES (INCLUDING SNAKES AND TURTLES),5,0,0,5,0,0
1063100,Live Animals,BIRDS OF PREY,25,0,0,5,3,0
1063200,Live Animals,"PSITTACIFORMES (INCLUDING PARROTS, PARAKEETS, MACAWS AND COCKATOOS)",25,0,0,5,3,0
1063300,Live Animals,Ostriches; emus ( Dromaius novaehollandiae),25,0,0,5,3,0
1063900,Live Animals,OTHER BIRDS,25,0,0,5,3,0
1064100,Live Animals,Bees,0,0,0,5,0,0
1064900,Live Animals,Other Insects,5,0,0,5,0,0
1069000,Live Animals,"OTHER LIVE ANIMALS, NES",5,0,0,5,0,0
2011010,Meat & Edible Meat Offal,"Fresh Or Chilled Bovine Carcasses And Half Carcasses, Wrapped/Canned upto 2.5 kg",25,10,15,5,3,7.5
2011090,Meat & Edible Meat Offal,"Fresh Or Chilled Bovine Carcasses And Half Carcasses, Nes",25,10,0,5,3,0
2012010,Meat & Edible Meat Offal,"Fresh Or Chilled,Other Cuts Of Bovine Meat With Bone In, Wrapped/Canned upto 2.5 kg",25,10,15,5,3,7.5
2012090,Meat & Edible Meat Offal,"Fresh Or Chilled,Other Cuts Of Bovine Meat With Bone In, Nes",25,10,0,5,3,0
2013010,Meat & Edible Meat Offal,"Fresh Or Chilled Boneless Bovine Meat, Wrapped/Canned upto 2.5 kg",25,10,15,5,3,7.5
2013090,Meat & Edible Meat Offal,"Fresh Or Chilled Boneless Bovine Meat, Nes",25,10,0,5,3,0
2021010,Meat & Edible Meat Offal,"Frozen Bovine Carcasses And Half Carcasses, Wrapped/Canned upto 2.5 kg",25,10,15,5,3,7.5
2021090,Meat & Edible Meat Offal,"Frozen Bovine Carcasses And Half Carcasses, Nes",25,10,0,5,3,0
2022010,Meat & Edible Meat Offal,"Frozen Other Cuts Of Bovine Meat With Bone In, Wrapped/Canned upto 2.5 kg",25,10,15,5,3,7.5
2022090,Meat & Edible Meat Offal,"Frozen, Other Cuts Of Bovin Meat With Bone In, Nes",25,10,0,5,3,0
2023010,Meat & Edible Meat Offal,"Frozen Boneless Bovine Meat, Wrapped/Canned upto 2.5 kg",25,10,15,5,3,7.5
2023090,Meat & Edible Meat Offal,"Frozen Boneless Bovine Meat, Nes",25,10,0,5,3,0
2031110,Meat & Edible Meat Offal,"Fresh Or Chilled Swine Carcasses And Half Carcasses, Wrapped/Canned upto 2.5 kg",25,0,15,5,3,7.5
2031190,Meat & Edible Meat Offal,"Fresh Or Chilled Swine Carcasses And Half Carcasses, Nes",25,0,0,5,3,0
2031210,Meat & Edible Meat Offal,"Fresh Or Chilled Hams,Shoulders&Cuts Thereof,With Bone In, Wrapped/Canned upto 2.5 kg",25,0,15,5,3,7.5
2031290,Meat & Edible Meat Offal,"Fresh/Chilled Hams,Shoulders & Cuts Thereof,With Bone In, Nes",25,0,0,5,3,0
2031910,Meat & Edible Meat Offal,"Fresh Or Chilled Swine Meat, Nes, Wrapped/Canned upto 2.5 kg",25,0,15,5,3,7.5
2031990,Meat & Edible Meat Offal,"Fresh Or Chilled Swine Meat, Nes",25,0,0,5,3,0
2032110,Meat & Edible Meat Offal,"Frozen Swine Carcasses And Half Carcasses, Wrapped/Canned upto 2.5 kg",25,0,15,5,3,7.5
2032190,Meat & Edible Meat Offal,"Frozen Swine Carcasses And Half Carcasses, Nes",25,0,0,5,3,0
2032210,Meat & Edible Meat Offal,"Frozen Hams,Shoulders & Cuts Thereof,With Bone In, Wrapped/Canned upto 2.5 kg",25,0,15,5,3,7.5
2032290,Meat & Edible Meat Offal,"Frozen Hams,Shoulders & Cuts Thereof Of Swine,With Bone In, Nes",25,0,0,5,3,0
2032910,Meat & Edible Meat Offal,"Frozen Swine Meat, Nes, Wrapped/Canned upto 2.5 kg",25,0,15,5,3,7.5
2032990,Meat & Edible Meat Offal,"Frozen Swine Meat, Nes",25,0,0,5,3,0
2041010,Meat & Edible Meat Offal,"Fresh/Chilled Lamb Carcasses And Half Carcasses, Wrapped/Canned upto 2.5 kg",25,10,15,5,3,7.5
2041090,Meat & Edible Meat Offal,"Fresh Or Chilled Lamb Carcasses And Half Carcasses, Nes",25,10,0,5,3,0
2042110,Meat & Edible Meat Offal,"Fresh Or Chilled Sheep Carcasses & Half Carcasses, Wrapped/Canned upto 2.5 kg",25,10,15,5,3,7.5
2042190,Meat & Edible Meat Offal,"Fresh Or Chilled Sheep Carcasses & Half Carcasses, Nes",25,10,0,5,3,0
2042210,Meat & Edible Meat Offal,"Fresh Or Chilled Other Cuts Of Meat Of Sheep, With Bone In, Wrapped/Canned upto 2.5 kg",25,10,15,5,3,7.5
2042290,Meat & Edible Meat Offal,"Fresh Or Chilled Other Cuts Of Meat Of Sheep,With Bone In, Nes",25,10,0,5,3,0
2042310,Meat & Edible Meat Offal,"Fresh Or Chilled Boneless Meat Of Sheep, Wrapped/Canned upto 2.5 kg",25,10,15,5,3,7.5
2042390,Meat & Edible Meat Offal,"Fresh Or Chilled Boneless Meat Of Sheep, Nes",25,10,0,5,3,0
2043010,Meat & Edible Meat Offal,"Frozen Lamb Carcasses And Half Carcasses, Wrapped/Canned upto 2.5 kg",25,10,15,5,3,7.5
2043090,Meat & Edible Meat Offal,"Frozen Lamb Carcasses And Half Carcasses, Nes",25,10,0,5,3,0
2044110,Meat & Edible Meat Offal,"Frozen Sheep Carcasses And Half Carcasses, Wrapped/Canned upto 2.5 kg",25,10,15,5,3,7.5
2044190,Meat & Edible Meat Offal,"Frozen Sheep Carcasses And Half Carcasses, Nes",25,10,0,5,3,0
2044210,Meat & Edible Meat Offal,"Frozen Other Cuts Of Meat Of Sheep, With Bone In, Wrapped/Canned upto 2.5 kg",25,10,15,5,3,7.5
2044290,Meat & Edible Meat Offal,"Frozen Other Cuts Of Meat Of Sheep, Bone In, Nes",25,10,0,5,3,0
2044310,Meat & Edible Meat Offal,"Frozen Meat Of Sheep, Boneless, Wrapped/Canned upto 2.5 kg",25,10,15,5,3,7.5
2044390,Meat & Edible Meat Offal,"Frozen Meat Of Sheep, Boneless, Nes",25,10,0,5,3,0
2045010,Meat & Edible Meat Offal,"Fresh, Chiled Or Frozen Goat Meat, Wrapped/Canned upto 2.5 kg",25,10,15,5,3,7.5
2045090,Meat & Edible Meat Offal,"Fresh, Chiled Or Frozen Goat Meat, Nes",25,10,0,5,3,0
2050010,Meat & Edible Meat Offal,"Meat Of Horses,Asses,Mules/Hinnies, Fersh, Chilled Or Frozen, Wrapped/Canned upto 2.5 kg",25,0,15,5,3,7.5
2050090,Meat & Edible Meat Offal,"Meat Of Horses,Asses,Mules Or Hinnies, Fresh,Chilled Or Frozen, Nes",25,0,0,5,3,0
2061010,Meat & Edible Meat Offal,"Fresh Or Chilled Edible Offal Of Bovine Animal, Wrapped/Canned upto 2.5 kg",25,10,15,5,3,7.5
2061090,Meat & Edible Meat Offal,"Fresh Or Chilled Edible Offal Of Bovine Animals, Nes",25,10,0,5,3,0
2062110,Meat & Edible Meat Offal,"Frozen Bovine Tongues, Wrapped/Canned upto 2.5 kg",25,10,15,5,3,7.5
2062190,Meat & Edible Meat Offal,"Frozen Bovine Tounge, Nes",25,10,0,5,3,0
2062210,Meat & Edible Meat Offal,"Frozen Bovine Livers, Wrapped/Canned upto 2.5 kg",25,10,15,5,3,7.5
2062290,Meat & Edible Meat Offal,"Frozen Bovine Livers, Nes",25,10,0,5,3,0
2062910,Meat & Edible Meat Offal,"Frozen Edible Bovine Offal (Excl. Tongues And Livers), Wrapped/Canned upto 2.5 kg",25,10,15,5,3,7.5
2062990,Meat & Edible Meat Offal,"Frozen Edible Bovine Offal (Excl. Tongues And Livers), Nes",25,10,0,5,3,0
2063010,Meat & Edible Meat Offal,"Fresh Or Chilled Edible Swine Offal, Wrapped/Canned upto 2.5 kg",25,0,15,5,0,7.5
2063090,Meat & Edible Meat Offal,"Fresh Or Chilled Edible Swine Offal, Nes",25,0,0,5,0,0
2064110,Meat & Edible Meat Offal,"Frozen Swine Livers, Wrapped/Canned upto 2.5 kg",25,0,15,5,0,7.5
2064190,Meat & Edible Meat Offal,"Frozen Swine Livers, Nes",25,0,0,5,0,0
2064910,Meat & Edible Meat Offal,"Frozen Edible Swine Offal(Excl. Livers), Wrapped/Canned upto 2.5 kg",25,0,15,5,0,7.5
2064990,Meat & Edible Meat Offal,"Frozen Edible Swine Offal, Excl. Livers, Nes",25,0,0,5,0,0
2068010,Meat & Edible Meat Offal,"Fresh Or Chilled Edible Offal Of Sheep,Goats,Horses.., Wrapped/Canned upto 2.5 kg",25,10,15,5,3,7.5
2068090,Meat & Edible Meat Offal,"Fresh Or Chilled Edible Offal Of Sheep,Goats,Horses..., Nes",25,10,0,5,3,0
2069010,Meat & Edible Meat Offal,"Frozen Edible Offal Of Sheep,Goats,Horses.., Wrapped/Canned upto 2.5 kg",25,10,15,5,3,7.5
2069090,Meat & Edible Meat Offal,"Frozen Edible Offal Of Sheep,Goats,Horses..., Nes",25,10,0,5,3,0
2071110,Meat & Edible Meat Offal,"Fresh/Chilled Meat&Edible Offal Of Fowls Not Cut Inpieces, Wrapped/Canned upto 2.5 kg",25,0,15,5,0,7.5
2071190,Meat & Edible Meat Offal,"Fresh Or Chilled Meat&Edible Offal Of Fowls Not Cut Inpieces, Nes",25,0,15,5,0,0
2071210,Meat & Edible Meat Offal,"Frozen Meat&Edible Offal Of Fowls Not Cut Inpieces, Wrapped/Canned upto 2.5 kg",25,0,15,5,0,7.5
2071290,Meat & Edible Meat Offal,"Frozen Meat & Edible Offals Of Fowls Not Cut Inpieces, Nes",25,0,15,5,0,0
2071310,Meat & Edible Meat Offal,"Fresh Or Chilled Cuts And Offal Of Meat Fowls, Wrapped/Canned upto 2.5 kg",25,0,15,5,0,7.5
2071390,Meat & Edible Meat Offal,"Fresh Or Chilled Cuts And Offal Of Chickens, Nes",25,0,15,5,0,7.5
2071410,Meat & Edible Meat Offal,"Frozen Cuts And Offal Of Chicken, Wrapped/Canned upto 2.5 kg",25,10,15,5,0,7.5
2071490,Meat & Edible Meat Offal,"Frozen Cuts And Offal Meat Of Fowls, Nes",25,0,15,5,0,7.5
2072410,Meat & Edible Meat Offal,"Fresh/Chilled Meat&Edible Offal Of Turkeys Not Cut Inpieces, Wrapped/Canned upto 2.5",25,10,15,5,0,7.5
2072490,Meat & Edible Meat Offal,"Fresh Or Chilled Meat & Edible Offal Of Trukeys Not Cut Inpieces, Nes",25,10,0,5,0,0
2072510,Meat & Edible Meat Offal,"Frozen Meat & Edible Offal Of Turkeys Not Cut Inpieces, Wrapped/Canned upto 2.5 kg",25,10,15,5,0,7.5
2072590,Meat & Edible Meat Offal,"Frozen Meat & Edible Offal Of Turkeys Not Cut Inpieces, Nes",25,10,0,5,0,0
2072610,Meat & Edible Meat Offal,"Fresh Or Chilled Cuts And Offal Of Meat Of Turkeys, Wrapped/Canned upto 2.5 kg",25,10,15,5,0,7.5
2072690,Meat & Edible Meat Offal,"Fresh Or Chilled Cuts And Offal Of Meat Of Trukeys, Nes",25,10,0,5,0,0
2072710,Meat & Edible Meat Offal,"Frozen Cuts And Offal Of Meat Of Turkeys, Wrapped/Canned upto 2.5 kg",25,10,15,5,0,7.5
2072790,Meat & Edible Meat Offal,"Frozen Cuts And Offal Of Meat Of Turkeys, Nes",25,10,0,5,0,0
2074110,Meat & Edible Meat Offal,"Meat and edible offal of not cut in pieces, fresh or chilled of ducks wrapped/canned",25,10,15,5,0,7.5
2074190,Meat & Edible Meat Offal,"Other meat and edible offal of not cut in pieces, fresh or chilled of ducks",25,10,0,5,0,0
2074210,Meat & Edible Meat Offal,"Meat and edible offal of not cut in pieces, frozen of ducks wrapped/canned upto 2.5 k",25,10,15,5,0,7.5
2074290,Meat & Edible Meat Offal,"Other meat and edible offal of not cut in pieces, frozen of ducks",25,10,0,5,0,0
2074310,Meat & Edible Meat Offal,"Meat and edible offal of fatty livers, fresh or chilled of ducks wrapped/canned upto",25,10,15,5,0,7.5
2074390,Meat & Edible Meat Offal,"Other meat and edible offal of fatty livers, fresh or chilled of ducks",25,10,0,5,0,0
2074410,Meat & Edible Meat Offal,Other meat and edible offal of fresh or chilled of ducks wrapped/canned upto 2.5 kg,25,10,15,5,0,7.5
2074490,Meat & Edible Meat Offal,"Other, meat and edible offal of fresh or chilled of ducks nes.",25,10,0,5,0,0
2074510,Meat & Edible Meat Offal,Other frozen meat and edible offal of ducks wrapped/canned upto 2.5 Kg,25,10,15,5,0,7.5
2074590,Meat & Edible Meat Offal,"Other, frozen meat and edible offal of ducks nes,",25,10,0,5,0,0
2075110,Meat & Edible Meat Offal,"Meat and edible offal not cut in pieces, fresh or chilled of geese wrapped/canned upto 2",25,10,15,5,0,7.5
2075190,Meat & Edible Meat Offal,"Other meat and edible offal not cut in pieces, fresh or chilled of geese",25,10,0,5,0,0
2075210,Meat & Edible Meat Offal,"Meat and edible offal not cut in pieces, frozen of ducks wrapped/canned upto 2.5 Kg",25,10,15,5,0,7.5
2075290,Meat & Edible Meat Offal,"Other meat and edible offal not cut in pieces, frozen of geese",25,10,0,5,0,0
2075310,Meat & Edible Meat Offal,"Meat and edible offal fatty livers, fresh or chilled of geese wrapped/canned upto 2.5 Kg",25,10,15,5,0,7.5
2075390,Meat & Edible Meat Offal,"Other meat and edible offal fatty livers, fresh or chilled of geese",25,10,0,5,0,0
2075410,Meat & Edible Meat Offal,Other meat and edible offal fresh or chilled of geese wrapped/canned upto 2.5 Kg,25,10,15,5,0,7.5
2075490,Meat & Edible Meat Offal,"Other meat and edible offal fresh or chilled of geese, nes",25,10,0,5,0,0
2075510,Meat & Edible Meat Offal,Other meat and edible offal frozen geese wrapped/canned upto 25 k,25,10,15,5,0,7.5
2075590,Meat & Edible Meat Offal,"Other meat and edible offal frozen of geese nes,",25,10,0,5,0,0
2076010,Meat & Edible Meat Offal,Meat and edible offal of guinea fowls wrapped/canned upto 2.5 Kg,25,10,15,5,0,7.5
2076090,Meat & Edible Meat Offal,Meat and edible offal of guinea fowls EXCL. wrapped/canned upto 2.5 Kg,25,10,0,5,0,0
2081010,Meat & Edible Meat Offal,"Fresh,Chill. Or Froz.Meat And Edible Offal Of Rabbits,Hares, Wrapped/Canned upto 2.5 kg",25,0,15,5,3,7.5
2081090,Meat & Edible Meat Offal,"Fresh,Chilled Or Froz.Meat And Edible Offal Of Rabbits Or Hares, Nes",25,0,0,5,3,0
2083010,Meat & Edible Meat Offal,"OTHER MEAT&EDIBLE MEAT OFFAL,FRESH,CHILLED OR FROZEN OF PRIMATES,Wrap./Can. upto 2.5kg",25,0,15,5,3,7.5
2083090,Meat & Edible Meat Offal,"OTHER MEAT&EDIBLE MEAT OFFAL,FRESH,CHILLED OR FROZEN OF PRIMATES, Nes",25,0,0,5,3,0
2084010,Meat & Edible Meat Offal,"OTHER MEAT & EDIBLE MEAT OFFAL OF WHALES,..(MAMMALS OF THE SUBORDER PINNIPEDIA)..2.5KG",25,0,15,5,3,7.5
2084090,Meat & Edible Meat Offal,"WHALES DOLPHINS & PORPOISES,.. MANATEES AND DUGONGS, Nes",25,0,0,5,3,0
2085010,Meat & Edible Meat Offal,"PEPTILES (INCLUDING SNAKES AND TURTLES), WRAPPED/CANNED upto 2.5 kg",25,0,15,5,3,7.5
2085090,Meat & Edible Meat Offal,"REPTILES (INCLUDING SNAKES AND TURLTES), Nes",25,0,0,5,3,0
2086010,Meat & Edible Meat Offal,Meat and edible meat offal of camels and other camelids ( Camelidae) Wrapped/canned upto,25,0,15,5,3,7.5
2086090,Meat & Edible Meat Offal,Other meat and edible meat offal of camels and other camelids ( Camelidae),25,0,15,5,3,7.5
2089010,Meat & Edible Meat Offal,"Fresh,Chilled Or Frozen Meat And Edible Offal, Wrapped/Canned upto 2.5 kg",25,0,15,5,3,7.5
2089090,Meat & Edible Meat Offal,"Fresh,Chilled Or Frozen Meat And Edible Offal, Nes",25,0,0,5,3,0
2091010,Meat & Edible Meat Offal,"Pig fat not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, d",25,0,15,5,3,7.5
2091090,Meat & Edible Meat Offal,"Other pig fat not rendered or otherwise extracted, fresh, chilled, frozen, salted, in br",25,0,15,5,3,7.5
2099010,Meat & Edible Meat Offal,"Free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chi...ed",25,0,15,5,3,7.5
2099090,Meat & Edible Meat Offal,Poultry fat free of lean meat excl.wrapped/canned upto 2.5 kg,25,0,0,5,3,0
2101110,Meat & Edible Meat Offal,"Hams,Shoulders & Cuts Thereof Bone In,Salted..Or Smoked,Wrapp/Can upto 2.5 kg",25,0,15,5,3,7.5
2101190,Meat & Edible Meat Offal,"Swine Hams, Shoulders And Cuts Thereof,Bone In Salted..Or Smoked, Nes",25,0,0,5,3,0
2101210,Meat & Edible Meat Offal,"Bellies And Cuts Thereof Of Swine,Salted.. Or Smoked,Wrapped/Canned upto 2.5 kg",25,0,15,5,3,7.5
2101290,Meat & Edible Meat Offal,"Bellies & Cuts Thereof Swine,Salted.. Or Smoked, Nes",25,0,0,5,3,0
2101910,Meat & Edible Meat Offal,"Meat Of Swine,Salted... Or Smoked, Nes, Wrapped/Canned upto 2.5 kg",25,0,15,5,3,7.5
2101990,Meat & Edible Meat Offal,"Meat Of Swine,Salted.. Or Smoked,Nes, (excl. wrapped/canned upto 2.5 kg)",25,0,0,5,3,0
2102010,Meat & Edible Meat Offal,"Meat Of Bovine Animals,Salted... Or Smoked, Wrapped/Canned upto 2.5 kg",25,0,15,5,3,7.5
2102090,Meat & Edible Meat Offal,"Meat Of Bovine Animals, Salted... Or Smoked, Nes",25,0,0,5,3,0
2109110,Meat & Edible Meat Offal,"OTHER,INCLUDING EDIBLE FLOURS&MEALS OF MEAT OR MEAT OFFAL OF PRI..,Wrap/Can upto 2.5 kg",25,0,15,5,3,7.5
2109190,Meat & Edible Meat Offal,"OTHER,INCLUDING EDIBLE FLOURS&MEALS OF MEAT OR MEAT OFFAL OF PRIMATES, Nes",25,0,0,5,3,0
2109210,Meat & Edible Meat Offal,"MEAT & EDIBLE MEAT OFFAL OF WHALES,DOLPHINS..OF SEAL,SEA LIONS & WALRUSES..UPTO 2.5 KG",25,0,15,5,3,7.5
2109290,Meat & Edible Meat Offal,"OTHER MEAT & EDIBLE MEAT..OF SEALS,SEA LIONS & WALRUSES(MAMMALS OF SUBORDER PINNIPEDIA)",25,0,0,5,3,0
2109310,Meat & Edible Meat Offal,"REPTILES (INCLUDING SNAKES AND TURTLES), WRAPPED/CANNED upto 2.5 kg",25,0,15,5,3,7.5
2109390,Meat & Edible Meat Offal,"REPTILES (INCLUDING SNAKES AND TURTLES), Nes",25,0,0,5,3,0
2109910,Meat & Edible Meat Offal,"MEAT AND EDIBLE MEAT OFFAL,SALTED,IN BRINE,DRIED OR SMOKED,OTHER, Wrap/Can upto 2.5 kg",25,0,15,5,3,7.5
2109990,Meat & Edible Meat Offal,"MEAT AND EDIBLE MEAT OFFAL,SALTED,IN BRINE,DRIED OR SMOKED,OTHER, Nes",25,0,0,5,3,0
3011100,Fish & Aquatic Products,"Ornamental fish, Freshwater",25,0,0,5,3,0
3011900,Fish & Aquatic Products,Ornamental fish Excl. Freshwater,25,0,0,5,3,0
3019110,Fish & Aquatic Products,"Live Trout(Salmo Trutta,Onc Ync Mykiss,Clarki,Ag Ab Ta,Gilae,Apach.) fry",0,0,0,2,0,0
3019190,Fish & Aquatic Products,"Live Trout(Salmo Trutta,Onc Ync Mykiss,Clarki,Ag Ab Ta,Gilae,Apa.)(Ex.fry)",25,0,0,5,3,0
3019210,Fish & Aquatic Products,Live Eels Fry,0,0,0,2,0,0
3019290,Fish & Aquatic Products,"Live Eels, Excl. Fry",25,0,0,5,3,0
3019310,Fish & Aquatic Products,"CARP(CYPRINUS CARPIO, CARASSIUS,CTENOPHARYNGODON IDELLUS,....MYLOPHARYNGODON PICEUS;FRY",0,0,0,2,0,0
3019390,Fish & Aquatic Products,"OTHER CARP(CYPRINUS CARPIO, CARASSIUS,CTENOPHARYNGODON IDELLUS,..MYLOPHARYNGODON PICEUS",25,0,0,5,3,0
3019410,Fish & Aquatic Products,"ATLANTIC & PACIFIC BLUEFIN TUNAS(THUNNUS THYNNUS, THUNNUS ORIENTALIS) FRY",0,0,0,5,0,0
3019490,Fish & Aquatic Products,"OTHER ATLANTIC & PACIFIC BLUEFIN TUNAS(THUNNUS THYNNUS, THUNNUS ORIENTALIS)",25,0,0,5,3,0
3019510,Fish & Aquatic Products,Southern bluefin tunas (Thunnus maccoyii) Fry,0,0,0,5,0,0
3019590,Fish & Aquatic Products,"Southern bluefin tunas (Thunnus maccoyii), Excl. Fry",25,0,0,5,3,0
3019910,Fish & Aquatic Products,"Other Live Fish (Excl. Trout,Eels & Carps) Fry",0,0,0,2,0,0
3019990,Fish & Aquatic Products,"Other Live Fish,(Excl.Trout, Eels & Carps) Excl. Fry",25,0,0,5,3,0
3021110,Fish & Aquatic Products,Fresh Or Chill. Trout (Excl. Livers & Roes) Wrapped/Canned upto 2.5 kg,25,0,15,5,3,7.5
3021190,Fish & Aquatic Products,"Fresh Or Chill. Trout (Excl. Livers & Roes),Nes",25,0,0,5,3,0
3021310,Fish & Aquatic Products,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha . rhodurus), Wrapped/canne",25,10,15,5,3,7.5
3021390,Fish & Aquatic Products,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha . rhodurus), Excl. Wrapped",25,10,0,5,3,0
3021410,Fish & Aquatic Products,Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho) Wrapped/canned upto 2.5,25,10,15,5,3,7.5
3021490,Fish & Aquatic Products,Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho) EXCL. Wrapped/canned up,25,10,0,5,3,0
3021910,Fish & Aquatic Products,"FISH...RUHI,KATLA,MRIGEL,PANGASH,KARP AND ALIKE WRAPPED/CANNED UPTO 2.5KG",25,0,15,5,3,7.5
3021990,Fish & Aquatic Products,"Fish...ruhi,katla,......,pangash, karp & alike, excl. wrapped/canned upto 2.5kg Other",25,10,0,5,3,0
3022110,Fish & Aquatic Products,Fresh Or Chilled Halibut (Excl. Livers & Roes) Wrapped/Canned upto 2.5kg,25,0,15,5,3,7.5
3022190,Fish & Aquatic Products,"Fresh Or Chilled Halibut (Excl. Livers & Roes),NES",25,0,0,5,3,0
3022210,Fish & Aquatic Products,Fresh Or Chilled Plaice (Excl.Livers & Roes) Wrapped/Canned upto 2.5kg,25,0,15,5,3,7.5
3022290,Fish & Aquatic Products,"Fresh Or Chilled Plaice (Excl. Livers & Roes),nes",25,0,0,5,3,0
3022310,Fish & Aquatic Products,Fresh Or Chilled Sole (Excl. Livers & Roes) Wrapped/Canned upto 2.5kg,25,0,15,5,3,7.5
3022390,Fish & Aquatic Products,"Fresh Or Chilled Sole (Excl. Livers & Roes) ,nes",25,0,0,5,3,0
3022410,Fish & Aquatic Products,Turbots (Psetta maxima) Wrapped/canned upto 2.5 Kg,25,0,15,5,3,7.5
3022490,Fish & Aquatic Products,Other Turbots (Psetta maxima),25,0,0,5,3,0
3022910,Fish & Aquatic Products,"Fresh Or Chilled,Oth.Flat Fish(Excl.Livers & Roes),Wrapped/Canned upto 2.5kg",25,0,15,5,3,7.5
3022990,Fish & Aquatic Products,"Fresh Or Chilled,Oth.Flat Fish(Excl.Livers & Roes),nes",25,0,0,5,3,0
3023110,Fish & Aquatic Products,Fresh/Chilled Albacore Or Longfinned Tunas(Excl.Livers & Roes)Wra/Can upto 2.5kg,25,10,15,5,3,7.5
3023190,Fish & Aquatic Products,"Fresh Or Chilled Albacore Or Longfinned Tunas(Excl.Livers & Roes),nes",25,10,0,5,3,0
3023210,Fish & Aquatic Products,Fresh Or Chilled Yellowfin Tunas (Excl.Livers & Roes)Wrapped/Canned upto 2.5kg,25,10,15,5,3,7.5
3023290,Fish & Aquatic Products,"Fresh Or Chilled Yellowfin Tunas (Excl. Livers & Roes),nes",25,10,0,5,3,0
3023310,Fish & Aquatic Products,Fresh/Chilled Skipjack Or Stripe-Bellied Bonito(Ex.Livers & Roes)Wr/Ca upto 2.5kg,25,0,15,5,3,7.5
3023390,Fish & Aquatic Products,"Fresh Or Chilled Skipjack Or Stripe-Bellied Bonito(Ex.Livers & Roes),nes",25,0,0,5,3,0
3023410,Fish & Aquatic Products,BIGEYE TUNAS (THUNNUS OBESUS) EXCLUDING WRAPPED/CANNED upto 2.5kg,25,10,15,5,3,7.5
3023490,Fish & Aquatic Products,"BIGEYE TUNAS (THUNNSU OBESUS),nes.",25,10,0,5,3,0
3023510,Fish & Aquatic Products,"ATLANTIC & PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS,THUNNUS ORI.)WRAPPED/CANNED UPTO 2.",25,10,15,5,3,7.5
3023590,Fish & Aquatic Products,OTHER ATLANTIC & PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS..)EXCL WRAPPED/CANNED UPTO 2.,25,10,0,5,3,0
